ID,Label,Label_latin,Label_untreated,Name,Collective,Name_alternative,Honorific,Family_name,Family_name_alternative,Connector2,Surname,Surname_alternative,Senior/Junior,Alias,Origin_or_residence,Origin,Residence,Sex,Sex_guessing_hits,Sex_guessing_trace,Heretic,Order,Occupation/office,Occupation_general,Occupation_type,Occupation_guess_rank,Occupation_guess,Fugitive,Network,Relations,Footnotes,Notes,Pages_or_folios,Pages_introduction,Pages_footnotes,Original_entry_untreated_parts,Original_entry_complete,Entry_main_editor
520,Ermesendis Pellicier,,Ermesendis Pellicier,Ermesendis,,,,Pellicier,,,,,,,,,,f,f,en_guess1,no,,,,,,,,,,,,,,,,"Ermesendis Pellicier, 16–17",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
521,Esclarmonda,,Esclarmonda,Esclarmonda,,,,,,,,,,,,,,f,ff,en_guess1 gender_role1 (sister),no,,count of Foix,count,knight/noble,,first word,,,,,,,,,sister of Raymond-Roger,"Esclarmonda, sister of Raymond-Roger, count of Foix, 45–46 n. 50",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
522,Esclarmonda Faure,"Esclarmonda, uxor Bernardi Fabri de Sancto Romano","Esclarmonda, wife of Bernard Faure of Saint-Romain",Esclarmonda,,,,Faure,,of,Saint-Romain,,,,,,,f,ff,en_guess1 gender_role1 (wife),no,,,,,,,,,,,,"XXV:49r, XXV:50v, XXV:49v, XXV:50r, XXV:52r, XXV:53v, XXV:54r, XXV:72v, XXV:73r, XXV:121v",,,,"Esclarmonda, wife of Bernard Faure of Saint-Romain [Esclarmonda, uxor Bernardi Fabri de Sancto Romano], 49r–50v, 52r, 53v–54r, 72v–73r, 121v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
523,(daughter-in-law of Esclarmonda Faure),,—daughter-in-law of,,,,,,,,,,,,,,,f,fff,gender_role1 (daughter) gender_role1 (daughter-in-law) gender_role1 (wife),no,,,,,,,,,,,,XXV:54r,,,,"—daughter-in-law of, 54r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
524,Esclarmonda Lobet,"Esclarmonda/Sclarmonda, uxor Petri Lobeti de Cordua","Esclarmonda, wife of Peter Lobet of Cordes",Esclarmonda,,,,Lobet,,of,Cordes,,,,,,,f,ff,en_guess1 gender_role1 (wife),no,,,,,,,,,,,,"XXV:56v, XXV:58r",,,,"Esclarmonda, wife of Peter Lobet of Cordes [Esclarmonda/Sclarmonda, uxor Petri Lobeti de Cordua], 56v, 58r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
525,Esclarmonda of Durfort,"Esclarmonda, uxor Raymundi Durifortis","Esclarmonda, wife of Raymond of Durfort",Esclarmonda,,,lady,,,of,Durfort,,,,,,,f,fff,en_guess1 gender_role1 (lady) gender_role1 (wife),no,,,,,,,,,,,,"XXV:65r, XXV:66v, XXV:67v, XXV:67r",,,,"Esclarmonda, wife of Raymond of Durfort [Esclarmonda, uxor Raymundi Durifortis], lady, 77; 65r, 66v–67v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
526,Esclarmonda of Niort,,Esclarmonda,Esclarmonda,,,,,,of,Niort,,,,,,,f,f,en_guess1,no,,,,,,,,,,,,,,,,"Esclarmonda, wife of William of Niort, 272v n. 7",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
527,Estampas,Estampas,Estampas,Estampas,,,,,,,,,,,,,,m,,,no,,chaplain of Frontorge and of Saint-Germain,chaplain,churchperson,,first word,,,,,,XXV:137v,,,,"Estampas [Estampas], chaplain of Frontorge and of Saint-Germain, 137v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
528,Estolt of Roqueville,,Estolt of Roqueville,Estolt,,,lord,,,of,Roqueville,,,,,,,m,m,gender_role1(lord),no,,,,,,,,,,,,,,,,"Estolt of Roqueville, lord, 131v n. 3",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
529,Eustace (of Beaumarchais),Eustachius,Eustace (of Beaumarchais),Eustace,,,,,,,,,,,,,,m,m,latin_guess1,no,,seneschal of Toulouse,seneschal,official,,first word,,,,,,XXV:78r,,,,"Eustace (of Beaumarchais) [Eustachius], seneschal of Toulouse, 42, 46, 109, 115–116; 78r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
530,Fabrissa,Fauressa,Fabrissa,Fabrissa,,,,,,,,,,,,,,f,ff,latin_guess1 en_guess1,no,,,,,,,,,,,,XXV:106r,,,,"Fabrissa [Fauressa], 106r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
531,Fabrissa Costa,"Fabrissa, uxor Bernardi Costa de Soricino","Fabrissa, wife of Bernard Costa of Sorèze",Fabrissa,,,,Costa,,of,Sorèze,,,,,,,f,ff,en_guess1 gender_role1 (wife),no,,,,,,,,,,,,"XXV:262v, XXV:270r",,,,"Fabrissa, wife of Bernard Costa of Sorèze [Fabrissa, uxor Bernardi Costa de Soricino], 262v, 270r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
532,Fabrissa,"Fabrissa, uxor Castelli","Fabrissa, wife of Castel",Fabrissa,,,,,,,,,,,,,,f,ff,en_guess1 gender_role1 (wife),no,,,,,,,,,,,,XXV:280r,,,,"Fabrissa, wife of Castel [Fabrissa, uxor Castelli], 280r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
533,Fabrissa Pictavin,"Fabrissa, uxor Petri Pictavini de Soricino","Fabrissa, wife of Peter Pictavin of Sorèze (the elder)",Fabrissa,,,,Pictavin,,of,Sorèze,,,,,,,f,ff,en_guess1 gender_role1 (wife),no,,,,,,,,,,,,"XXV:261r, XXV:265r, XXV:270r, XXV:281r, XXV:294r, XXV:295r, XXV:295v, XXVI:3v, XXVI:25v",,,,"Fabrissa, wife of Peter Pictavin of Sorèze (the elder) [Fabrissa, uxor Petri Pictavini de Soricino], 261r, 265r, 270r, 281r, 294r, 295r–v, 3v, 25v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
534,(mother of Fabrissa Pictavin),,—mother of,,,,,,,,,,,,,,,f,ff,gender_role1 (mother) gender_role1 (wife),no,,,,,,,,,,,,XXVI:3v,,,,"—mother of, <3v>",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
535,Fabrissa Raymond,"Fabrissa, uxor Petri Raymundi Mercaderii","Fabrissa, wife of Peter Raymond Mercadier",Fabrissa,,,,Raymond,,,,,,,,,,f,ff,en_guess1 gender_role1 (wife),no,,,,,,,,,,,,"XXVI:31v, XXVI:34r, XXVI:36v",,,,"Fabrissa, wife of Peter Raymond Mercadier [Fabrissa, uxor Petri Raymundi Mercaderii], 31v, 34r, 36v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
536,Fabrissa Vital,"Fabrissa, uxor Petri Vitalis, de Limoso/Lunos","Fabrissa, wife of Peter Vital, of Limoux",Fabrissa,,,,Vital,,,,,,,Limoux,,,f,ff,en_guess1 gender_role1 (wife),no,,,,,,,,,,,,"XXV:38r, XXV:42r, XXV:38v, XXV:39r, XXV:39v, XXV:40r, XXV:40v, XXV:41r, XXV:41v, XXV:43r, XXV:43v, XXV:52r, XXV:44r, XXV:44v, XXV:45r, XXV:45v, XXV:46r, XXV:46v, XXV:47r, XXV:47v, XXV:48r, XXV:48v, XXV:49r, XXV:49v, XXV:50r, XXV:50v, XXV:51r, XXV:51v, XXV:52v, XXV:53v, XXV:54r",,,of Limoux,"Fabrissa, wife of Peter Vital, of Limoux [Fabrissa, uxor Petri Vitalis, de Limoso/Lunos], 32, 72 n. 19, 93, 95, 99 n. 181, 101, 112, 38r–42r, 43r, 43v–52r, 52v, 53v–54r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
537,Fabrissa of Cambiac,"Fabrissa, uxor Vassaroni de Cambiaco","Fabrissa, wife of Vassaron of Cambiac",Fabrissa,,,,,,of,Cambiac,,,,,,,f,ff,en_guess1 gender_role1 (wife),no,,,,,,,fugitive,,,,,"XXV:18r, XXV:18v",,,,"Fabrissa, wife of Vassaron of Cambiac [Fabrissa, uxor Vassaroni de Cambiaco], fugitive, 18r–v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
538,Faure of Jul,Faber de Iulio,Faure of Jul,Faure,,,,,,of,Jul,,,,,,,m,,,no,,,,,,,,,,,,XXV:242r,,,,"Faure of Jul [Faber de Iulio], 242r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
539,Faydita of Montaigu,"Faydita, uxor Bernardi de Monte Accuto","Faydita, wife of Bernard of Montaigu",Faydita,,,,,,of,Montaigu,,,,,,,f,ff,en_guess1 gender_role1 (wife),no,,,,,,,,,,,,"XXVI:58v, XXVI:60r, XXVI:59r, XXVI:59v",,,,"Faydita, wife of Bernard of Montaigu [Faydita, uxor Bernardi de Monte Accuto], 72 n. 18; 58v–60r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
540,Fays of Palajac,"Fays/Phays/Ffays, uxor Reginaldi/Raynardi de Palaiaco","Fays, wife of Reginald of Palajac",Fays,,,lady,,,of,Palajac,,,,,,,f,ff,gender_role1 (lady) gender_role1 (wife),h,,,,,,,,,,,,"XXV:151v, XXV:154r, XXV:154v, XXV:156r, XXV:173r, XXV:174r, XXV:175r, XXV:176v, XXV:177r",,,,"Fays, wife of Reginald of Palajac [Fays/Phays/Ffays, uxor Reginaldi/Raynardi de Palaiaco], lady, H, 45; 151v, 154r–154v, 156r, 173r, 174r, 175r, 176v–177r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
541,Ferrer,Ferrarius,Ferrer,Ferrer,,,,,,,,,,,,,,m,m,latin_guess1,no,,servant,servant,servant,100,"{u'servant': [[100, u'servant', u'servant', u'servant'], [78, u'servant', u'maidservant', u'servant'], [67, u'servant', u'merchant', u'merchant'], [63, u'servant', u'fisherman', u'production'], [63, u'servant', u'fisherman', u'production-worker']]}",,,,N27 Possibly the same as Fournier Cathala.,,XXV:303v,,,,"Ferrer [Ferrarius], servant,{N27 Possibly the same as Fournier Cathala.} 303v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
542,Ferrand,Ferrandus,Ferrand,Ferrand,,,,,,,,,,,,,,m,m,latin_guess1,h,,,,,,,,,,,,XXVI:37r,,,,"Ferrand [Ferrandus], H, 37r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
543,Ferrier,Ferrarius,Ferrier,Ferrier,,,,,,,,,,,,,,m,m,latin_guess1,no,OP,inquisitor,inquisitor,churchperson,100,"{u'inquisitor': [[100, u'inquisitor', u'inquisitor', u'churchperson'], [80, u'inquisitor', u'vice-inquisitor', u'churchperson']]}",,i,,,,"XXV:36r, XXV:193v",,,,"Ferrier [Ferrarius] (the Catalan), OP, inquisitor, 40, 41 n. 30, 60, 76; 30v n. 22, 36r, 87v n. 19, 119v n. 51, 131v n. 7, 134r n. 21, 172v nn. 4, 5, 193v, 193v n. 4, 268r n. 40, 295v n. 12, 5r n. 9, 50r n. 2, 50v n. 6, 52r n. 20, 64v n. 7, 68v n. 26",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
544,Finas of Les Cassés,"Finas, uxor de Canalar/Cabalar dels Cassers","Finas, wife of Canalar of Les Cassés",Finas,,,,,,of,Les Cassés,,,,,,,f,f,gender_role1 (wife),no,,,,,,,,,,,,"XXV:305r, XXV:305v, XXV:324r",,,,"Finas, wife of Canalar of Les Cassés [Finas, uxor de Canalar/Cabalar dels Cassers], 305r–v, 324r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
545,Finas Barta,"Fizas/Fina, uxor Ade Barta","Finas, wife of Adam Barta",Finas,,,,Barta,,,,,,,,,,f,f,gender_role1 (wife),no,,,,,,,,,,,,"XXV:269r, XXV:270r, XXV:277v, XXV:278r, XXV:281v",,,,"Finas, wife of Adam Barta [Fizas/Fina, uxor Ade Barta], 269r, 270r, 277v–278r, 281v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
546,Florentia,,Florentia,Florentia,,,,,,,,,,,,,,f,f,en_guess1,no,,,,,,,,,,,,,,,,"Florentia, 132v n. 12",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
547,Flors Belul,"Flors Belula, uxor Guillelmi Belul","Flors Belul, wife of William Belul",Flors,,,,Belul,,,,,,,,,,f,ff,latin_names1(Flors) gender_role1 (wife),no,,,,,,,,,,,,XXV:62v,,,,"Flors Belul, wife of William Belul [Flors Belula, uxor Guillelmi Belul], 62v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
548,Fogassier brothers,Fogacerii/Fogascerii/Fogasserii/Fogacini/Fogatii de Tholosa,Fogassiers of Toulouse,Fogassiers,y,,,,,of,Toulouse,,,,,,,m,mm,gender_role1(brother) gender_role1(brothers),no,,,,,67,"{u'brothers': [[67, u'brothers', u'butcher', u'production'], [67, u'brothers', u'butcher', u'manufacturer or qualified worker']]}",,,,,,"XXV:44r, XXV:45r, XXV:45v, XXV:47v, XXV:48r, XXV:122v",,,,"Fogassiers of Toulouse [Fogacerii/Fogascerii/Fogasserii/Fogacini/Fogatii de Tholosa], brothers, 44r, 45r, 45v, 47v, 48r, 122v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
549,Fogassiers’ mother,mater Fogaciorum/Fogacinorum,Fogassiers’ mother,Fogassiers’,,,,,,,,,,,,,,f,f,gender_role1 (mother),no,,,,,,,,,,,,"XXV:40v, XXV:44r, XXV:53r, XXV:105r",,,,"Fogassiers’ mother [mater Fogaciorum/Fogacinorum], 40v, 44r, 53r, 105r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
550,Fort,Fortius,Fort,Fort,,,,,,,,,,,,,,m,m,latin_guess1,no,,,,,,,,,,,,"XXV:80v, XXV:81v, XXV:94r",,,messenger,"Fort [Fortius], messenger, 80v, 81v, 94r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
551,Fort Sabatier,Fortius Sabaterii,Fort Sabatier,Fort,,,,Sabatier,,,,,,,,,,m,m,latin_guess1,no,,,,,,,,,,,,XXV:261v,,,,"Fort Sabatier [Fortius Sabaterii], 261v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
552,Fournier (the) Catalan,Furnerius Cathalanus,Fournier (the) Catalan,Fournier,,,,,,,,,,,,,,m,m,latin_guess1,no,,,,,,,,,,,,XXV:303r,,,,"Fournier (the) Catalan [Furnerius Cathalanus], 303r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
553,Frederick II Hohenstaufen,,Frederick II Hohenstaufen,Frederick,,,,,,,,,,,,,,m,,,no,,emperor,emperor,knight/noble,100,"{u'emperor': [[100, u'emperor', u'emperor', u'knight/noble'], [67, u'emperor', u'prior', u'churchperson']]}",,o,,,,,,,,"Frederick II Hohenstaufen, emperor, 143r n. 11, 199r n. 14",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
554,Frisco Ricomman,,Frisco Ricomman,Frisco,,,,Ricomman,,,,,,,,,,m,,,no,,professor of laws,professor of laws,free profession,100,"{u'professor of laws': [[100, u'professor of laws', u'professor of laws', u'free profession']]}",,,,,,,,,,"Frisco Ricomman, professor of laws, 84",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
555,Fura,Fura,Fura,Fura,,,,,,,,,,,,,,f,ff,latin_guess1 en_guess1,no,,,,,,,,,,,,"XXVI:52v, XXVI:53v",,,,"Fura [Fura], 52v, 53v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
556,Galhard/Gerald/Guiraud Bonet,Galhart/Geraldus/Guiraldus Boneti de Villa Franca,Galhard/Gerald/Guiraud Bonet of Villefranche,Galhard/Gerald/Guiraud,,,,Bonet,,of,Villefranche,,,,,,,m,m,latin_guess1,no,,,,,,,fugitive,,,,,"XXV:8r, XXV:9r, XXV:190r, XXV:191v",,,,"Galhard/Gerald/Guiraud Bonet of Villefranche [Galhart/Geraldus/Guiraldus Boneti de Villa Franca], fugitive, 55; 8r, 9r, 190r, 191v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
557,(sister of G. Bonet of Villefranche),,—sister of,,,,,,,,,,,,,,,f,f,gender_role1 (sister),no,,,,,,,,,,N28 This woman is described as married to a butcher.,,"XXV:190r, XXV:191v",,,,"—sister of, 190r, 191v {N28 This woman is described as married to a butcher.}",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
558,Galhard Grimoard,Galhardus Grimoardi,Galhard Grimoard,Galhard,,,,Grimoard,,,,,,,,,,m,m,latin_guess1,no,,,,,,,,,,,,"XXV:238r, XXV:238v",,,,"Galhard Grimoard [Galhardus Grimoardi], 238r–v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
559,Galhard of Belaval,,Galhard of Belaval,Galhard,,,,,,of,Belaval,,,,,,,m,,,no,,knight,knight,knight/noble,100,"{u'knight': [[100, u'knight', u'knight', u'knight/noble']]}",,,,,,,,,,"Galhard of Belaval, knight, 229r n. 5, 229v n. 5",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
560,Galhard of Dreuilhe,Galhardus de Drulia,Galhard of Dreuilhe,Galhard,,,,,,of,Dreuilhe,,,,,,,m,m,latin_guess1,no,,knight,knight,knight/noble,100,"{u'knight': [[100, u'knight', u'knight', u'knight/noble']]}",,,,,,"XXV:276v, XXVI:3r, XXVI:3v",,,,"Galhard of Dreuilhe [Galhardus de Drulia], knight, 276v, 3r–v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
561,Galhard Ros,Galhardus Rubei de Montegalhardo,Galhard Ros of Montgaillard,Galhard,,,,Ros,,of,Montgaillard,,,,,,,m,m,latin_guess1,no,,knight,knight,knight/noble,100,"{u'knight': [[100, u'knight', u'knight', u'knight/noble']]}",,,,,,"XXV:317v, XXVI:54v, XXVI:56r, XXVI:55r, XXVI:55v",,,,"Galhard Ros of Montgaillard [Galhardus Rubei de Montegalhardo], knight, 53, 72 n. 19, 75 n. 33; 317v, 54v–56r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
562,Galhard of Rabastens,Galhardus Macellarius de Rabastenx,Galhard (the) Butcher of Rabastens,Galhard,,,,,,of,Rabastens,,,,,,,m,m,latin_guess1,no,,,,,,,,,,,,"XXV:319v, XXV:320r",,,,"Galhard (the) Butcher of Rabastens [Galhardus Macellarius de Rabastenx], 319v–320r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
563,Galharda,"Galharda, uxor Athonis den Artigat","Galharda, wife of Atho den Artigat",Galharda,,,den,Artigat,,,,,,,,,,f,ff,en_guess1 gender_role1 (wife),no,,,,,,,,,,,,XXV:311r,,,,"Galharda, wife of Atho den Artigat [Galharda, uxor Athonis den Artigat], 311r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
564,Galharda of Lugan,Galharda/Gualharda de Luganno/Luganh,Galharda of Lugan,Galharda,,,,,,of,Lugan,,,,,,,f,ff,latin_guess1 en_guess1,no,,,,,,,,,,,,"XXV:80r, XXV:100v, XXV:101r",,,,"Galharda of Lugan [Galharda/Gualharda de Luganno/Luganh], 80r, 100v–101r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
565,(mother or daughter of Galharda of Lugan),,—mother or daughter of,,,,,,,,,,,,,,,f,ff,gender_role1 (daughter) gender_role1 (mother),no,,,,,,,,,,,,"XXV:100v, XXV:101r",,,,"—mother or daughter of, 100v–101r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
566,Galharda,"Gualharda, de Savartesio","Galharda, of the Sabarthès",Galharda,,,,,,of,,,,,the Sabarthès,,,f,f,en_guess1,no,,weaver,weaver,craftsman,100,"{u'weaver': [[100, u'weaver', u'weaver', u'craftsman'], [67, u'weaver', u'healer', u'service-provider']]}",fugitive,,,,,"XXV:143v, XXV:304r",,,of the Sabarthès,"Galharda, of the Sabarthès [Gualharda, de Savartesio], weaver, fugitive, 143v, 304r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
567,Gardouch of Mauremont,Gardubius de Maurello Monte,Gardouch of Mauremont,Gardouch,,,,,,of,Mauremont,,,,,,,m,m,latin_guess1,no,,knight,knight,knight/noble,100,"{u'knight': [[100, u'knight', u'knight', u'knight/noble']]}",,,,N29 See 64r n. 3 on the possible identity of Gardouch of Mauremont and Gardouch of Montgaillard.,,"XXV:63v, XXV:64v, XXV:64r",,,,"Gardouch of Mauremont [Gardubius de Maurello Monte], knight,{N29 See 64r n. 3 on the possible identity of Gardouch of Mauremont and Gardouch of Montgaillard.} 47 n. 56; 70, 75 n. 33; 63v–64v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
568,Gardouch of Montgaillard/Gardoz,Gardubius de Monte Galhardo,Gardouch of Montgaillard/Gardoz,Gardouch,,,,,,of,Montgaillard/Gardoz,,,,,,,m,m,latin_guess1,no,,knight,knight,knight/noble,100,"{u'knight': [[100, u'knight', u'knight', u'knight/noble']]}",,,,N29b See 64r n. 3 on the possible identity of Gardouch of Mauremont and Gardouch of Montgaillard.,,"XXV:325v, XXV:326r",,,,"Gardouch of Montgaillard/Gardoz [Gardubius de Monte Galhardo],{N29b See 64r n. 3 on the possible identity of Gardouch of Mauremont and Gardouch of Montgaillard.} knight, 325v–326r, 64r n. 3",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
569,Garmus the Burgundian,Garmus Burgundus,Garmus the Burgundian,Garmus,,,,,,,,,,,,,,m,mm,latin_guess1 en_guess1,no,,,,,,,,,,,,XXV:10r,,,,"Garmus the Burgundian [Garmus Burgundus], 13, 85; 10r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
570,Garnier of Cordes,Garnerius de Cordua,Garnier of Cordes,Garnier,,,,,,of,Cordes,,,,,,,m,m,latin_guess1,no,,judge of Rodez,judge,official,,first word,,,,,,"XXV:177v, XXV:178r, XXV:179r, XXV:180r, XXV:179v",,,,"Garnier of Cordes [Garnerius de Cordua], judge of Rodez, 177v–178r, 179r–180r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
571,Garsen,Garsendis,Garsen,Garsen,,,,,,,,,,,,,,f,ff,latin_guess1 gender_role1 (maid),no,,maid,maid,servant,100,"{u'maid': [[100, u'maid', u'maid', u'servant']]}",,,,,,XXVI:64v,,,,"Garsen [Garsendis], maid, 64v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
572,Gaubert Médecin,Gaubertus Medici de Rocavidal,Gaubert Médecin of Roquevidal,Gaubert,,,,Médecin,,of,Roquevidal,,,,,,,m,m,latin_guess1,no,,,,,,,,,,,,XXV:111r,,,,"Gaubert Médecin of Roquevidal [Gaubertus Medici de Rocavidal], 111r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
573,Gaubert of Aula,Gausbertus de Aula de Benacio,Gaubert of Aula of Bénas,Gaubert,,,,,,of,Aula,,,,Bénas,,,m,m,latin_guess1,no,,,,,,,,,,,,"XXV:23v, XXV:26r, XXV:24r, XXV:24v, XXV:25r, XXV:25v",,,,"Gaubert of Aula of Bénas [Gausbertus de Aula de Benacio], 72 n. 19, 74; 23v–26r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
574,Gaubert Olric,Gausbertus Olrici,Gaubert Olric,Gaubert,,,,Olric,,,,,,,,,,m,m,latin_guess1,no,,,,,,,,,,,,XXVI:76r,,,,"Gaubert Olric [Gausbertus Olrici], <76r>",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
575,Gaucelin,"Gaucelinus, de Caramanno","Gaucelin, of Caraman",Gaucelin,,,,,,of,,,,,Caraman,,,m,,,h,,,,,,,,,,,,XXV:33r,,,of Caraman,"Gaucelin, of Caraman [Gaucelinus, de Caramanno], H, 33r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
576,Gautier Bergonho,Galterius/Gauterius Bergonho/Bergunho,Gautier Bergonho,Gautier,,,,Bergonho,,,,,,,,,,m,m,latin_guess1,no,,,,,,,,,,,,"XXV:239r, XXV:239v, XXV:240v, XXV:241r",,,,"Gautier Bergonho [Galterius/Gauterius Bergonho/Bergunho], 239r–v, 240v, 241r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
577,Geoffrey of Ablis,,Geoffrey of Ablis,Geoffrey,,,,,,of,Ablis,,,,,,,m,,,no,OP,,,churchperson,,,,,,,,,,,,"Geoffrey of Ablis, OP, 84; 38v n. 4",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
578,Gerald,Guiraldus,Gerald,Gerald,,,,,,,,,,,,,,m,m,latin_guess1,no,,,,,,,fugitive,,,,,XXV:143v,,,,"Gerald [Guiraldus], fugitive, 143v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
579,Gerald Bonpain,Girardus Bonus Panis,Gerald Bonpain,Gerald,,,,Bonpain,,,,,,,,,,m,m,latin_guess1,no,,friar of the Holy Cross of Toulouse,friar,churchperson,,first word,,,,,,XXV:1v,,,,"Gerald Bonpain [Girardus Bonus Panis], friar of the Holy Cross of Toulouse, 117; 1v, 2v nn. 3 and 6",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
580,Gerald Colom,Geraldus Colom,Gerald Colom,Gerald,,,,Colom,,,,,,,,,,m,m,latin_guess1,no,,,,,,,,,,,,XXV:238v,,,,"Gerald Colom [Geraldus Colom], 238v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
581,Gerald of Vacquiers,,Gerald of Vacquiers,Gerald,,,,,,of,Vacquiers,,,,,,,m,,,no,,,,,,,,,,,,,,,,"Gerald of Vacquiers, 93",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
582,Gerald of Verdié,Geraldus de Viridario,Gerald of Verdié,Gerald,,,,,,of,Verdié,,,,,,,m,m,latin_guess1,no,,,,,,,,,,,,XXV:10v,,,,"Gerald of Verdié [Geraldus de Viridario], 10v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
583,Gerald Segarelli,,Gerald Segarelli,Gerald,,,,Segarelli,,,,,,,,,,m,,,no,,,,,,,,o,,,,,,,founder of the Pseudo-Apostles,"Gerald Segarelli, founder of the Pseudo-Apostles, 218v n. 4",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
584,Gerald Unaud,Guiraldus Unaudi de Lantar’,Gerald Unaud of Lanta,Gerald,,,,Unaud,,of,Lanta,,,,,,,m,m,latin_guess1,h,,knight,knight,knight/noble,100,"{u'knight': [[100, u'knight', u'knight', u'knight/noble']]}",,,,,,"XXV:132v, XXV:133r, XXV:140r, XXV:142v, XXV:145r, XXV:303r, XXVI:33r, XXVI:41r",,,,"Gerald Unaud of Lanta [Guiraldus Unaudi de Lantar’], knight, H, 132v–133r, 140r, 142v, 145r, 303r, 33r, 41r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
585,Germain,,Germain,Germain,,,,,,,,,,,,,,m,,,no,OP,prior of Pamiers,"procurator of heresy, professor of laws",churchperson,61,"{u'prior of Pamiers': [[61, u'prior of Pamiers', u'procurator of heresy', u'official'], [61, u'prior of Pamiers', u'professor of laws', u'free profession']]}",,,,,,,,,prior of Pamiers,"Germain, OP, prior of Pamiers, 84",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
586,Giles of Lastours,Egidius de Turribus,Giles of Lastours,Giles,,,,,,of,Lastours,,,,,,,m,m,latin_guess1,no,,,,,,,,i,,,,XXV:66r,,,,"Giles of Lastours [Egidius de Turribus], n. 101; 66r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
587,Ginhosa Pêcheur,"Ginhosa, uxor Guillelmi Piscatoris","Ginhosa, wife of William Pêcheur",Ginhosa,,,,Pêcheur,,,,,,,,,,f,ff,en_guess1 gender_role1 (wife),no,,,,,,,,,,,,XXV:278v,,,,"Ginhosa, wife of William Pêcheur [Ginhosa, uxor Guillelmi Piscatoris], 278v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
